planner_key,algo,scenario_family,scenario_id,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
orca,orca,pedestrian_obstruction,francis2023_pedestrian_obstruction,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,1.0000,1.0000,0.0000,,'-0.1008
orca,orca,pedestrian_overtaking,francis2023_pedestrian_overtaking,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0740,,'-0.1173
orca,orca,perpendicular_traffic,francis2023_perpendicular_traffic,10,0.0000,0.0000,0.0000,0.0000,0.0000,2.1000,1.0000,1.0000,0.0163,,'-0.1435
orca,orca,robot_crowding,francis2023_robot_crowding,10,0.2000,0.4000,0.4000,0.0000,0.4000,20.5000,0.9770,0.9817,0.2142,,'-0.8207
orca,orca,robot_overtaking,francis2023_robot_overtaking,10,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,1.0000,1.0000,0.0000,,'-0.2711
ppo,ppo,bottleneck,classic_bottleneck_high,10,0.0000,0.5000,0.0000,0.5000,0.5000,0.0000,1.0000,1.0000,0.0000,,'-0.2981
ppo,ppo,bottleneck,classic_bottleneck_low,10,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9960,1.0000,0.0000,,'-0.2190
ppo,ppo,bottleneck,classic_bottleneck_medium,10,0.1000,0.0000,0.0000,0.0000,0.0000,6.0000,0.9970,1.0000,0.0000,,'-0.3191
ppo,ppo,cross_trap,classic_cross_trap_high,10,0.0000,0.4000,0.4000,0.0000,0.4000,16.1000,1.0000,0.9474,0.1691,,'-0.4779
ppo,ppo,cross_trap,classic_cross_trap_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,1.4000,1.0000,1.0000,0.0130,,'-0.2912
ppo,ppo,cross_trap,classic_cross_trap_medium,10,0.0000,0.2000,0.2000,0.0000,0.2000,8.6000,1.0000,0.9621,0.1123,,'-0.3859
ppo,ppo,doorway,classic_doorway_high,10,0.1000,0.4000,0.2000,0.2000,0.4000,11.3000,0.9700,1.0000,0.0114,,'-1.0372
ppo,ppo,doorway,classic_doorway_low,10,0.3000,0.3000,0.3000,0.0000,0.3000,7.8000,0.9230,1.0000,0.0235,,'-0.9077
ppo,ppo,doorway,classic_doorway_medium,10,0.3000,0.4000,0.1000,0.3000,0.4000,7.3000,0.9020,1.0000,0.0145,,'-0.6722
ppo,ppo,group_crossing,classic_group_crossing_high,10,0.7000,0.0000,0.0000,0.0000,0.0000,6.2000,0.9230,1.0000,0.0222,,'-0.2835
ppo,ppo,group_crossing,classic_group_crossing_low,10,1.0000,0.0000,0.0000,0.0000,0.0000,2.1000,0.8930,1.0000,0.0083,,'-0.1151
ppo,ppo,group_crossing,classic_group_crossing_medium,10,0.7000,0.1000,0.1000,0.0000,0.1000,2.8000,0.9320,1.0000,0.0276,,'-0.3557
ppo,ppo,head_on_corridor,classic_head_on_corridor_low,10,0.0000,0.1000,0.0000,0.1000,0.1000,2.4000,1.0000,0.8443,0.0095,,'-0.2639
ppo,ppo,head_on_corridor,classic_head_on_corridor_medium,10,0.0000,0.1000,0.0000,0.1000,0.1000,4.2000,1.0000,0.8447,0.0575,,'-0.3101
ppo,ppo,merging,classic_merging_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,1.6000,1.0000,0.8990,0.0092,,'-0.2208
ppo,ppo,merging,classic_merging_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,1.0000,0.8916,0.0160,,'-0.2392
ppo,ppo,overtaking,classic_overtaking_low,10,0.0000,0.0000,0.0000,0.0000,0.0000,5.1000,1.0000,0.8624,0.0270,,'-0.3881
ppo,ppo,overtaking,classic_overtaking_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,8.7000,1.0000,0.8628,0.0168,,'-0.4516
ppo,ppo,bottleneck,classic_realworld_double_bottleneck_high,10,0.0000,0.5000,0.0000,0.5000,0.5000,18.1000,1.0000,0.9803,0.0000,,'-0.7113
ppo,ppo,station_platform,classic_station_platform_medium,10,0.0000,0.4000,0.4000,0.0000,0.4000,0.7000,1.0000,0.9758,0.0919,,'-0.2903
ppo,ppo,t_intersection,classic_t_intersection_low,10,0.0000,0.1000,0.0000,0.1000,0.1000,0.0000,1.0000,1.0000,0.0215,,'-0.3481
ppo,ppo,t_intersection,classic_t_intersection_medium,10,0.0000,0.1000,0.0000,0.1000,0.1000,0.0000,1.0000,1.0000,0.0459,,'-0.3545
ppo,ppo,crossing,classic_urban_crossing_medium,10,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,1.0000,1.0000,0.0082,,'-0.2532
ppo,ppo,accompanying_peer,francis2023_accompanying_peer,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.1019
ppo,ppo,blind_corner,francis2023_blind_corner,10,0.0000,0.2000,0.0000,0.2000,0.2000,0.0000,1.0000,1.0000,0.0000,,'-0.2685
ppo,ppo,circular_crossing,francis2023_circular_crossing,10,0.9000,0.1000,0.1000,0.0000,0.1000,0.3000,0.6120,1.0000,0.0920,,'-0.1229
ppo,ppo,crowd_navigation,francis2023_crowd_navigation,10,0.0000,0.0000,0.0000,0.0000,0.0000,13.6000,1.0000,1.0000,0.1116,,'-0.5292
ppo,ppo,down_path,francis2023_down_path,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1032
ppo,ppo,entering_elevator,francis2023_entering_elevator,10,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4700,1.0000,0.0000,,'-0.1072
ppo,ppo,entering_room,francis2023_entering_room,10,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7730,1.0000,0.0000,,'-0.1022
ppo,ppo,exiting_elevator,francis2023_exiting_elevator,10,0.9000,0.1000,0.0000,0.1000,0.1000,10.5000,0.5690,1.0000,0.0000,,'-0.3286
ppo,ppo,exiting_room,francis2023_exiting_room,10,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7970,1.0000,0.0000,,'-0.0889
ppo,ppo,following_human,francis2023_following_human,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.1014
ppo,ppo,frontal_approach,francis2023_frontal_approach,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1039
ppo,ppo,intersection_no_gesture,francis2023_intersection_no_gesture,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2975
ppo,ppo,intersection_proceed,francis2023_intersection_proceed,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3041
ppo,ppo,intersection_wait,francis2023_intersection_wait,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3041
ppo,ppo,join_group,francis2023_join_group,10,1.0000,0.0000,0.0000,0.0000,0.0000,10.8000,0.5750,1.0000,0.0185,,'-0.2692
ppo,ppo,leading_human,francis2023_leading_human,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0100,,'-0.0999
ppo,ppo,leave_group,francis2023_leave_group,10,1.0000,0.0000,0.0000,0.0000,0.0000,20.9000,0.5750,1.0000,0.0507,,'-0.3902
ppo,ppo,narrow_doorway,francis2023_narrow_doorway,10,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.3017
ppo,ppo,narrow_hallway,francis2023_narrow_hallway,10,0.0000,0.9000,0.0000,0.9000,0.9000,2.3000,1.0000,1.0000,0.0214,,'-0.9308
ppo,ppo,parallel_traffic,francis2023_parallel_traffic,10,0.0000,0.0000,0.0000,0.0000,0.0000,3.6000,1.0000,1.0000,0.0525,,'-0.2786
ppo,ppo,pedestrian_obstruction,francis2023_pedestrian_obstruction,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1021
ppo,ppo,pedestrian_overtaking,francis2023_pedestrian_overtaking,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0750,,'-0.1232
ppo,ppo,perpendicular_traffic,francis2023_perpendicular_traffic,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.7000,1.0000,1.0000,0.0163,,'-0.3057
ppo,ppo,robot_crowding,francis2023_robot_crowding,10,0.7000,0.0000,0.0000,0.0000,0.0000,7.0000,0.8970,0.8359,0.1801,,'-0.5844
ppo,ppo,robot_overtaking,francis2023_robot_overtaking,10,0.0000,0.0000,0.0000,0.0000,0.0000,8.0000,1.0000,1.0000,0.0000,,'-0.3014
prediction_planner,prediction_planner,bottleneck,classic_bottleneck_high,10,0.0000,0.3000,0.0000,0.3000,0.3000,0.0000,1.0000,1.0000,0.0000,,'-0.1264
prediction_planner,prediction_planner,bottleneck,classic_bottleneck_low,10,0.0000,0.3000,0.0000,0.3000,0.3000,0.0000,1.0000,1.0000,0.0000,,'-0.1264
prediction_planner,prediction_planner,bottleneck,classic_bottleneck_medium,10,0.0000,0.3000,0.0000,0.3000,0.3000,0.0000,1.0000,1.0000,0.0000,,'-0.1264
prediction_planner,prediction_planner,cross_trap,classic_cross_trap_high,10,0.0000,0.5000,0.3000,0.2000,0.5000,0.3000,1.0000,1.0000,0.1678,,'-0.2002
prediction_planner,prediction_planner,cross_trap,classic_cross_trap_low,10,0.0000,0.8000,0.0000,0.8000,0.8000,0.0000,1.0000,1.0000,0.0143,,'-0.1875
prediction_planner,prediction_planner,cross_trap,classic_cross_trap_medium,10,0.0000,0.7000,0.2000,0.5000,0.7000,0.0000,1.0000,1.0000,0.1107,,'-0.2012
prediction_planner,prediction_planner,doorway,classic_doorway_high,10,0.0000,0.3000,0.2000,0.1000,0.3000,30.5000,1.0000,1.0000,0.0134,,'-0.5726
prediction_planner,prediction_planner,doorway,classic_doorway_low,10,0.2000,0.4000,0.1000,0.3000,0.4000,23.1000,0.9650,1.0000,0.0321,,'-0.4341
prediction_planner,prediction_planner,doorway,classic_doorway_medium,10,0.2000,0.3000,0.0000,0.3000,0.3000,23.7000,0.9820,1.0000,0.0100,,'-0.3552
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_high,10,0.0000,0.1000,0.1000,0.0000,0.1000,24.4000,1.0000,1.0000,0.0297,,'-0.3432
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_low,10,0.0000,0.1000,0.1000,0.0000,0.1000,3.0000,1.0000,1.0000,0.0080,,'-0.1550
prediction_planner,prediction_planner,group_crossing,classic_group_crossing_medium,10,0.0000,0.1000,0.1000,0.0000,0.1000,10.7000,1.0000,1.0000,0.0273,,'-0.2438
