panel,scenario_id,scenario_family,planner_key,arm_id,configuration_identity,kinematics,episodes,success_fraction,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,terminal_counts_json,terminal_counts_status,terminal_counts_member,terminal_counts_member_sha256,terminal_counts_reason,source_package_sha256sums_sha256,source_member,source_member_sha256,source_row_sha256
cross_mechanism,francis2023_pedestrian_obstruction,pedestrian_obstruction,orca,orca,cd25d8be47ea6cfd,differential_drive,30,1.0,10.3667,0.2826,1.0,{},unavailable,,,v1 audit/campaign_atlas.csv does not contain normalized terminal counts,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,df6ce4747a1fb259891e739846e728b04248af2dfe126bea0cf6bfd94fb55725
cross_mechanism,francis2023_pedestrian_obstruction,pedestrian_obstruction,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.0,3.2,1.0,1.0,{},unavailable,,,v1 audit/campaign_atlas.csv does not contain normalized terminal counts,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,44d02f1cfe57d8b79a6d89d1f7f153b7b6865f4acbd57fc2a4a9a7629726f630
cross_mechanism,francis2023_join_group,join_group,orca,orca,cd25d8be47ea6cfd,differential_drive,30,0.0,4.4333,1.0,1.0,{},unavailable,,,v1 audit/campaign_atlas.csv does not contain normalized terminal counts,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,6c40d6895127fd8782a548008acfcc9bc560674e81e1f4be3e034a1c750dd732
cross_mechanism,francis2023_join_group,join_group,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,1.0,0.0,0.1219,0.9607,{},unavailable,,,v1 audit/campaign_atlas.csv does not contain normalized terminal counts,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,bd2b6e56c5611b17958de5026d5eb9c95ba49ae78a66ee4eef128395122796eb
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,goal,goal,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,d2e25fe771d6668739f56706ed5d33618cc47e3755c6335aa6917f04e52698f7
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,guarded_ppo,guarded_ppo,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,bb2b5ef856da4b70ddb6a89ae2664e7027ddddfd7b1bc71bfd2ce4471964a9a6
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,hybrid_rule_v3_fast_progress_static_escape,hybrid_rule_v3_fast_progress_static_escape,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,8acc51ddb8b6a3aa53b31f788e368ea840bcb5219573042e01e314068e13f523
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,hybrid_rule_v3_fast_progress_static_escape_continuous,hybrid_rule_v3_fast_progress_static_escape_continuous,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":23,""timeout"":7}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,e68611871214a81d1f08c98c7cedaf83800319037a7668298c662853b7353d78
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,orca,orca,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""timeout"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,303588c487b4697afcc518a726d9ec2c0bd6d66caba0215a06ca9d0780130ab2
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,ppo,ppo,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,54ed92c0cffb5ea4e17f5b050d3229ba94d65c70ef6a3040f22edada31b8bec5
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,prediction_planner,prediction_planner,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,e9f6a9c05af5c655044541f245e95f305b5244cac8d515fe7689b6a9d969e60a
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,predictive_mppi,predictive_mppi,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,f978a5902e755b9ed8c8e32dec91ac01b73a02264758d459963bd735ba7ac7e3
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,risk_dwa,risk_dwa,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,06301e28dd7be0fedae09c376d0dca7a4f6343d07aa2023e2517fff8a5a39dbd
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,sacadrl,sacadrl,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,7ff893db70e28ff29d9d2683373eb2df88ce4c4663495762ff3f26aeb917a0c2
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,scenario_adaptive_hybrid_orca_v1,scenario_adaptive_hybrid_orca_v1,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,70b46a15fd2da9bf5ebb205147228d5ea60c518fdccca3bf16d80eb7f5f3454e
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,scenario_adaptive_hybrid_orca_v2_collision_guard,scenario_adaptive_hybrid_orca_v2_collision_guard,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,f08afb764e54bbe1d3ad12f45261405e252995f289b39290ba60a0b11d704f9e
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,social_force,social_force,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,0.4244,"{""timeout"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,b1d796f481c6d0e2348d6c97a91a5e89fcff9133d49538a825e258f9dc8d8ce9
narrow_doorway_terminal,francis2023_narrow_doorway,narrow_doorway,socnav_sampling,socnav_sampling,cd25d8be47ea6cfd,differential_drive,30,0.0,0.0,1.0,1.0,"{""collision_event"":30}",available,publication/reduced_atlas.json,e5bed5855b7048291530615c86c88257f02622a1abbbecef4a7a6d7fb37c29b6,,6807fdc9275133365812c8f51f51e057da6054f8dcaf77cb5fa8a32b08c4a87f,audit/campaign_atlas.csv,18768f5cf1d9f360487e9203fa1c538de136aaff240070ae3684b5243c44bc10,9b55b2f4c758b802543e554e8021efe99eed1e19a6fdaf25db06bf7790e81672
