episode_id,scenario_id,planner_key,kinematics,algo,seed,repeat_index,success,collision,near_miss,time_to_goal,snqi
classic_bottleneck_high--112--35b35feb4ab881ca,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,112,0,1.0,0.0,35.0,0.5571428571428572,-0.18010958225763732
classic_bottleneck_high--113--ae4de832b82f86fc,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,113,0,1.0,0.0,34.0,0.625,-0.20147898795362648
classic_bottleneck_high--114--71ad9f939ce4309e,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,114,0,1.0,0.0,100.0,0.8571428571428571,-0.21689409783163033
classic_bottleneck_high--115--f88b450d16f93834,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,115,0,1.0,0.0,96.0,0.8714285714285714,-0.2489296927778357
classic_bottleneck_high--116--31df11e44197cb9b,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,116,0,1.0,0.0,12.0,0.6678571428571428,-0.056315664610631186
classic_bottleneck_high--117--e75b0725491a5cce,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,117,0,1.0,0.0,30.0,0.5071428571428571,-0.18253548819538135
classic_bottleneck_high--118--fe7e95bee1c8c229,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,118,0,1.0,0.0,108.0,0.9107142857142857,-0.21126021363401326
classic_bottleneck_high--119--6b041043f87c573a,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,119,0,1.0,0.0,66.0,0.7321428571428571,-0.22045244961017763
classic_bottleneck_high--120--e12b12fbfc710034,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v1,differential_drive,hybrid_rule_local_planner,120,0,1.0,0.0,99.0,0.8535714285714285,-0.20662933363978483
classic_bottleneck_high--111--38b32ebd3407bc8e,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,111,0,1.0,0.0,35.0,0.6285714285714286,-0.19336770593158387
classic_bottleneck_high--112--35b35feb4ab881ca,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,112,0,1.0,0.0,35.0,0.5571428571428572,-0.18010958225763732
classic_bottleneck_high--113--ae4de832b82f86fc,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,113,0,1.0,0.0,34.0,0.625,-0.20147898795362648
classic_bottleneck_high--114--71ad9f939ce4309e,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,114,0,1.0,0.0,100.0,0.8571428571428571,-0.21689409783163033
classic_bottleneck_high--115--f88b450d16f93834,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,115,0,1.0,0.0,96.0,0.8714285714285714,-0.2489296927778357
classic_bottleneck_high--116--31df11e44197cb9b,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,116,0,1.0,0.0,12.0,0.6678571428571428,-0.056315664610631186
classic_bottleneck_high--117--e75b0725491a5cce,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,117,0,1.0,0.0,30.0,0.5071428571428571,-0.18253548819538135
classic_bottleneck_high--118--fe7e95bee1c8c229,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,118,0,1.0,0.0,108.0,0.9107142857142857,-0.21126021363401326
classic_bottleneck_high--119--6b041043f87c573a,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,119,0,1.0,0.0,66.0,0.7321428571428571,-0.22045244961017763
classic_bottleneck_high--120--e12b12fbfc710034,classic_bottleneck_high,scenario_adaptive_hybrid_orca_v2_collision_guard,differential_drive,hybrid_rule_local_planner,120,0,1.0,0.0,99.0,0.8535714285714285,-0.20662933363978483
classic_bottleneck_high--111--6f6b5eff860d38e8,classic_bottleneck_high,social_force,differential_drive,social_force,111,0,0.0,0.0,0.0,1.0,-0.8961299149363914
