planner_key,algo,scenario_family,scenario_id,use_case,context,speed_regime,maneuver_type,episodes,success_mean,collisions_mean,ped_collision_count_mean,obstacle_collision_count_mean,total_collision_count_mean,near_misses_mean,time_to_goal_norm_mean,path_efficiency_mean,comfort_exposure_mean,jerk_mean,snqi_mean
socnav_sampling,socnav_sampling,t_intersection,classic_t_intersection_low,,,,,3,0.6667,0.3333,0.0000,0.3333,0.3333,4.0000,0.4883,0.9903,0.0434,,'-0.0802
socnav_sampling,socnav_sampling,t_intersection,classic_t_intersection_medium,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,2.0000,0.4883,0.9903,0.0301,,'-0.0472
socnav_sampling,socnav_sampling,crossing,classic_urban_crossing_medium,,,,,3,0.3333,0.6667,0.3333,0.3333,0.6667,1.3333,0.7644,1.0000,0.0122,,'-0.1230
socnav_sampling,socnav_sampling,accompanying_peer,francis2023_accompanying_peer,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0248,,'-0.2339
socnav_sampling,socnav_sampling,blind_corner,francis2023_blind_corner,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0057,,'-0.2982
socnav_sampling,socnav_sampling,circular_crossing,francis2023_circular_crossing,,,,,3,0.6667,0.3333,0.3333,0.0000,0.3333,0.3333,0.4200,0.9988,0.2444,,'-0.0608
socnav_sampling,socnav_sampling,crowd_navigation,francis2023_crowd_navigation,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0721,,'-0.3460
socnav_sampling,socnav_sampling,down_path,francis2023_down_path,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2158
socnav_sampling,socnav_sampling,entering_elevator,francis2023_entering_elevator,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2050
socnav_sampling,socnav_sampling,entering_room,francis2023_entering_room,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1539,1.0000,0.0000,,0.1759
socnav_sampling,socnav_sampling,exiting_elevator,francis2023_exiting_elevator,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.0000,1.0000,1.0000,0.0242,,'-0.2562
socnav_sampling,socnav_sampling,exiting_room,francis2023_exiting_room,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.2104
socnav_sampling,socnav_sampling,following_human,francis2023_following_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0250,,'-0.2309
socnav_sampling,socnav_sampling,frontal_approach,francis2023_frontal_approach,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.0000,1.0000,1.0000,0.0054,,'-0.2301
socnav_sampling,socnav_sampling,intersection_no_gesture,francis2023_intersection_no_gesture,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,intersection_proceed,francis2023_intersection_proceed,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,intersection_wait,francis2023_intersection_wait,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2039,1.0000,0.0000,,0.1711
socnav_sampling,socnav_sampling,join_group,francis2023_join_group,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1300,0.9243,0.0000,,0.1434
socnav_sampling,socnav_sampling,leading_human,francis2023_leading_human,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0248,,'-0.2352
socnav_sampling,socnav_sampling,leave_group,francis2023_leave_group,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0000,,'-0.2695
socnav_sampling,socnav_sampling,narrow_doorway,francis2023_narrow_doorway,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0000,,'-0.1997
socnav_sampling,socnav_sampling,narrow_hallway,francis2023_narrow_hallway,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,2.6667,1.0000,1.0000,0.0282,,'-0.2463
socnav_sampling,socnav_sampling,parallel_traffic,francis2023_parallel_traffic,,,,,3,0.0000,1.0000,0.3333,0.6667,1.0000,1.3333,1.0000,1.0000,0.1520,,'-0.4578
socnav_sampling,socnav_sampling,pedestrian_obstruction,francis2023_pedestrian_obstruction,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,3.0000,1.0000,1.0000,0.0165,,'-0.2482
socnav_sampling,socnav_sampling,pedestrian_overtaking,francis2023_pedestrian_overtaking,,,,,3,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2867,1.0000,0.0327,,0.1508
socnav_sampling,socnav_sampling,perpendicular_traffic,francis2023_perpendicular_traffic,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,1.0000,0.0195,,'-0.2419
socnav_sampling,socnav_sampling,robot_crowding,francis2023_robot_crowding,,,,,3,0.0000,1.0000,0.0000,1.0000,1.0000,0.0000,1.0000,0.8639,0.2136,,'-1.0553
socnav_sampling,socnav_sampling,robot_overtaking,francis2023_robot_overtaking,,,,,3,0.0000,1.0000,1.0000,0.0000,1.0000,5.6667,1.0000,1.0000,0.0718,,'-0.3029
