scenario_id,planner_key,planner_group,seed_count,success_mean,success_std,success_range,collision_mean,collision_std,near_misses_mean,near_misses_std,time_to_goal_norm_mean,time_to_goal_norm_std,snqi_mean,snqi_std
francis2023_parallel_traffic,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.3,0.640312,0.7556,0.047445,-0.006106,0.017558
francis2023_parallel_traffic,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.3,0.640312,0.7556,0.047445,-0.006106,0.017558
francis2023_parallel_traffic,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7476,0.05127,0.0063,0.013702
francis2023_parallel_traffic,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.3,0.640312,0.7556,0.047445,-0.006106,0.017558
francis2023_parallel_traffic,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.3,0.640312,0.7556,0.047445,-0.006106,0.017558
francis2023_pedestrian_obstruction,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,17.3,15.251557,0.689259,0.044427,-0.067513,0.145831
francis2023_pedestrian_obstruction,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,17.3,15.251557,0.689259,0.044427,-0.067513,0.145831
francis2023_pedestrian_obstruction,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,2.1,4.867237,0.683333,0.022422,0.064847,0.068795
francis2023_pedestrian_obstruction,orca,core,10,1.0,0.0,0.0,0.0,0.0,12.1,0.3,0.601481,0.017466,-0.051441,0.004473
francis2023_pedestrian_obstruction,ppo,core,10,1.0,0.0,0.0,0.0,0.0,5.0,0.632456,0.585926,0.012915,0.030304,0.016308
francis2023_pedestrian_obstruction,sacadrl,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.825496,0.050927
francis2023_pedestrian_obstruction,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,17.3,15.251557,0.689259,0.044427,-0.067513,0.145831
francis2023_pedestrian_obstruction,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,17.3,15.251557,0.689259,0.044427,-0.067513,0.145831
francis2023_pedestrian_obstruction,social_force,core,10,0.0,0.0,0.0,1.0,0.0,4.6,1.019804,1.0,0.0,-0.977777,0.029472
francis2023_pedestrian_obstruction,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,3.4,0.489898,1.0,0.0,-0.254254,0.007522
francis2023_pedestrian_overtaking,goal,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.107723,0.001474
francis2023_pedestrian_overtaking,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748198,0.015269,0.094791,0.002394
francis2023_pedestrian_overtaking,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748198,0.015269,0.094791,0.002394
francis2023_pedestrian_overtaking,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753153,0.011712,0.093589,0.002049
francis2023_pedestrian_overtaking,orca,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726577,0.020549,0.102193,0.002129
francis2023_pedestrian_overtaking,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.713063,0.017797,0.082665,0.008855
francis2023_pedestrian_overtaking,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.115202,0.009704
francis2023_pedestrian_overtaking,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748198,0.015269,0.094791,0.002394
francis2023_pedestrian_overtaking,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748198,0.015269,0.094791,0.002394
francis2023_pedestrian_overtaking,socnav_sampling,core,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705405,0.01293,0.105754,0.001451
francis2023_perpendicular_traffic,orca,core,10,1.0,0.0,0.0,0.0,0.0,2.1,3.207803,0.516346,0.013114,0.093084,0.042361
francis2023_perpendicular_traffic,ppo,core,10,1.0,0.0,0.0,0.0,0.0,0.7,2.1,0.522115,0.022053,-0.058932,0.064023
francis2023_perpendicular_traffic,prediction_planner,core,10,1.0,0.0,0.0,0.0,0.0,8.1,9.710304,0.721154,0.040908,-0.004826,0.122776
francis2023_perpendicular_traffic,social_force,core,10,0.0,0.0,0.0,1.0,0.0,9.6,7.337575,1.0,0.0,-1.193996,0.178719
francis2023_robot_crowding,goal,core,10,0.0,0.0,0.0,1.0,0.0,8.9,3.144837,1.0,0.0,-0.446686,0.050736
francis2023_robot_crowding,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,149.7,41.214197,0.606609,0.096086,-0.709824,0.28547
francis2023_robot_crowding,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,150.6,41.309079,0.603448,0.095996,-0.69646,0.28133
francis2023_robot_crowding,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,175.2,61.552904,0.727874,0.15694,-0.778378,0.275311
francis2023_robot_crowding,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,150.6,41.309079,0.603448,0.095996,-0.69646,0.28133
francis2023_robot_crowding,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,150.6,41.309079,0.603448,0.095996,-0.69646,0.28133
francis2023_robot_crowding,social_force,core,10,0.0,0.0,0.0,1.0,0.0,12.3,8.149233,1.0,0.0,-0.490415,0.085208
francis2023_robot_crowding,socnav_sampling,core,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.790811,0.213442
francis2023_robot_overtaking,hybrid_rule_v3_fast_progress,candidate,10,1.0,0.0,0.0,0.0,0.0,5.3,7.81089,0.753112,0.025051,0.021875,0.09344
francis2023_robot_overtaking,hybrid_rule_v3_fast_progress_static_escape,candidate,10,1.0,0.0,0.0,0.0,0.0,5.3,7.81089,0.753112,0.025051,0.021875,0.09344
francis2023_robot_overtaking,hybrid_rule_v3_fast_progress_static_escape_continuous,candidate,10,1.0,0.0,0.0,0.0,0.0,2.7,4.691482,0.748133,0.030381,0.051978,0.068006
francis2023_robot_overtaking,orca,core,10,1.0,0.0,0.0,0.0,0.0,12.0,0.774597,0.677593,0.019289,-0.054638,0.012598
francis2023_robot_overtaking,ppo,core,10,1.0,0.0,0.0,0.0,0.0,8.0,0.894427,0.6639,0.017895,-0.070355,0.025199
francis2023_robot_overtaking,sacadrl,core,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.221665,0.068272
francis2023_robot_overtaking,scenario_adaptive_hybrid_orca_v1,candidate,10,1.0,0.0,0.0,0.0,0.0,5.3,7.81089,0.753112,0.025051,0.021875,0.09344
francis2023_robot_overtaking,scenario_adaptive_hybrid_orca_v2_collision_guard,candidate,10,1.0,0.0,0.0,0.0,0.0,5.3,7.81089,0.753112,0.025051,0.021875,0.09344
francis2023_robot_overtaking,social_force,core,10,0.0,0.0,0.0,1.0,0.0,8.3,4.473254,1.0,0.0,-1.020693,0.107521
